mag,rho,eff_rd
18.8,3548.134,90.0
19.0,3548.134,96.66667
19.2,3548.134,95.83333
19.4,3548.134,95.0
19.6,3548.134,89.16667
19.8,3548.134,89.16667
20.0,3548.134,76.66667
20.2,3548.134,65.0
20.4,3548.134,45.0
20.6,3548.134,32.5
20.8,3548.134,21.66667
21.0,3548.134,11.66667
21.2,3548.134,7.5
21.4,3548.134,6.66667
21.6,3548.134,7.5
21.8,3548.134,2.5
22.0,3548.134,2.5
22.2,3548.134,5.0
22.4,3548.134,1.66667
16.2,8912.509,97.5
16.4,8912.509,95.0
16.6,8912.509,98.33333
16.8,8912.509,97.5
17.0,8912.509,95.83333
17.2,8912.509,98.33333
17.4,8912.509,96.66667
17.6,8912.509,95.83333
17.8,8912.509,95.83333
18.0,8912.509,93.33333
18.2,8912.509,95.0
18.4,8912.509,95.0
18.6,8912.509,93.33333
18.8,8912.509,95.0
19.0,8912.509,90.83333
19.2,8912.509,95.0
19.4,8912.509,94.16667
19.6,8912.509,88.33333
19.8,8912.509,81.66667
20.0,8912.509,72.5
20.2,8912.509,52.5
20.4,8912.509,37.5
20.6,8912.509,35.0
20.8,8912.509,20.0
21.0,8912.509,10.0
21.2,8912.509,5.83333
21.4,8912.509,1.66667
21.6,8912.509,5.0
21.8,8912.509,5.0
22.0,8912.509,5.0
22.2,8912.509,1.66667
22.4,8912.509,5.83333
16.2,28183.829,96.66667
16.4,28183.829,97.5
16.6,28183.829,95.0
16.8,28183.829,97.5
17.0,28183.829,98.33333
17.2,28183.829,95.83333
17.4,28183.829,95.83333
17.6,28183.829,99.16667
17.8,28183.829,96.66667
18.0,28183.829,97.5
18.2,28183.829,92.5
18.4,28183.829,93.33333
18.6,28183.829,95.0
18.8,28183.829,95.83333
19.0,28183.829,95.83333
19.2,28183.829,95.0
19.4,28183.829,90.0
19.6,28183.829,85.83333
19.8,28183.829,67.5
20.0,28183.829,61.66667
20.2,28183.829,42.5
20.4,28183.829,26.66667
20.6,28183.829,15.83333
20.8,28183.829,6.66667
21.0,28183.829,7.5
21.2,28183.829,4.16667
21.4,28183.829,2.5
21.6,28183.829,5.0
21.8,28183.829,5.0
22.0,28183.829,0.83333
22.2,28183.829,6.66667
22.4,28183.829,4.16667
16.2,100000.0,97.5
16.4,100000.0,96.66667
16.6,100000.0,95.83333
16.8,100000.0,95.0
17.0,100000.0,95.83333
17.2,100000.0,97.5
17.4,100000.0,95.83333
17.6,100000.0,95.0
17.8,100000.0,91.66667
18.0,100000.0,95.83333
18.2,100000.0,94.16667
18.4,100000.0,94.16667
18.6,100000.0,93.33333
18.8,100000.0,89.16667
19.0,100000.0,91.66667
19.2,100000.0,88.33333
19.4,100000.0,84.16667
19.6,100000.0,80.83333
19.8,100000.0,64.16667
20.0,100000.0,46.66667
20.2,100000.0,31.66667
20.4,100000.0,19.16667
20.6,100000.0,13.33333
20.8,100000.0,10.0
21.0,100000.0,10.0
21.2,100000.0,10.0
21.4,100000.0,5.83333
21.6,100000.0,1.66667
21.8,100000.0,4.16667
22.0,100000.0,2.5
22.2,100000.0,5.0
22.4,100000.0,1.66667
16.2,398107.171,95.83333
16.4,398107.171,87.5
16.6,398107.171,85.41667
16.8,398107.171,91.66667
17.0,398107.171,95.83333
17.2,398107.171,93.75
17.4,398107.171,93.75
17.6,398107.171,97.91667
17.8,398107.171,91.66667
18.0,398107.171,97.91667
18.2,398107.171,95.83333
18.4,398107.171,93.75
18.6,398107.171,95.83333
18.8,398107.171,93.75
19.0,398107.171,93.75
19.2,398107.171,93.75
19.4,398107.171,77.08333
19.6,398107.171,58.33333
19.8,398107.171,54.16667
20.0,398107.171,29.16667
20.2,398107.171,33.33333
20.4,398107.171,16.66667
20.6,398107.171,10.41667
20.8,398107.171,6.25
21.0,398107.171,6.25
21.2,398107.171,6.25
21.4,398107.171,2.08333
21.6,398107.171,4.16667
21.8,398107.171,6.25
22.0,398107.171,2.08333
22.2,398107.171,2.08333
22.4,398107.171,2.08333
16.2,1995262.315,100.0
16.4,1995262.315,91.66667
16.6,1995262.315,97.91667
16.8,1995262.315,97.91667
17.0,1995262.315,93.75
17.2,1995262.315,95.83333
17.4,1995262.315,93.75
17.6,1995262.315,93.75
17.8,1995262.315,100.0
18.0,1995262.315,95.83333
18.2,1995262.315,100.0
18.4,1995262.315,95.83333
18.6,1995262.315,91.66667
18.8,1995262.315,89.58333
19.0,1995262.315,89.58333
19.2,1995262.315,77.08333
19.4,1995262.315,60.41667
19.6,1995262.315,47.91667
19.8,1995262.315,27.08333
20.0,1995262.315,25.0
20.2,1995262.315,18.75
20.4,1995262.315,8.33333
20.6,1995262.315,12.5
20.8,1995262.315,6.25
21.0,1995262.315,0.0
21.2,1995262.315,4.16667
21.4,1995262.315,6.25
21.6,1995262.315,6.25
21.8,1995262.315,8.33333
22.0,1995262.315,6.25
22.2,1995262.315,2.08333
22.4,1995262.315,4.16667
16.2,11220184.543,100.0
16.4,11220184.543,93.75
16.6,11220184.543,91.66667
16.8,11220184.543,95.83333
17.0,11220184.543,100.0
17.2,11220184.543,97.91667
17.4,11220184.543,95.83333
17.6,11220184.543,93.75
17.8,11220184.543,95.83333
18.0,11220184.543,91.66667
18.2,11220184.543,95.83333
18.4,11220184.543,95.83333
18.6,11220184.543,93.75
18.8,11220184.543,89.58333
19.0,11220184.543,89.58333
19.2,11220184.543,75.0
19.4,11220184.543,52.08333
19.6,11220184.543,27.08333
19.8,11220184.543,29.16667
20.0,11220184.543,14.58333
20.2,11220184.543,8.33333
20.4,11220184.543,2.08333
20.6,11220184.543,4.16667
20.8,11220184.543,4.16667
21.0,11220184.543,2.08333
21.2,11220184.543,8.33333
21.4,11220184.543,4.16667
21.6,11220184.543,2.08333
21.8,11220184.543,2.08333
22.0,11220184.543,4.16667
22.2,11220184.543,2.08333
22.4,11220184.543,4.16667
16.2,79432823.472,95.83333
16.4,79432823.472,100.0
16.6,79432823.472,95.83333
16.8,79432823.472,95.83333
17.0,79432823.472,100.0
17.2,79432823.472,95.83333
17.4,79432823.472,93.75
17.6,79432823.472,95.83333
17.8,79432823.472,100.0
18.0,79432823.472,97.91667
18.2,79432823.472,93.75
18.4,79432823.472,87.5
18.6,79432823.472,91.66667
18.8,79432823.472,89.58333
19.0,79432823.472,62.5
19.2,79432823.472,56.25
19.4,79432823.472,29.16667
19.6,79432823.472,29.16667
19.8,79432823.472,12.5
20.0,79432823.472,14.58333
20.2,79432823.472,6.25
20.4,79432823.472,10.41667
20.6,79432823.472,10.41667
20.8,79432823.472,6.25
21.0,79432823.472,8.33333
21.2,79432823.472,2.08333
21.4,79432823.472,6.25
21.6,79432823.472,8.33333
21.8,79432823.472,0.0
22.0,79432823.472,10.41667
22.2,79432823.472,0.0
22.4,79432823.472,0.0
16.2,794328234.724,93.75
16.4,794328234.724,93.75
16.6,794328234.724,97.91667
16.8,794328234.724,95.83333
17.0,794328234.724,100.0
17.2,794328234.724,91.66667
17.4,794328234.724,97.91667
17.6,794328234.724,97.91667
17.8,794328234.724,93.75
18.0,794328234.724,93.75
18.2,794328234.724,91.66667
18.4,794328234.724,89.58333
18.6,794328234.724,85.41667
18.8,794328234.724,83.33333
19.0,794328234.724,68.75
19.2,794328234.724,37.5
19.4,794328234.724,33.33333
19.6,794328234.724,22.91667
19.8,794328234.724,16.66667
20.0,794328234.724,18.75
20.2,794328234.724,12.5
20.4,794328234.724,2.08333
20.6,794328234.724,0.0
20.8,794328234.724,4.16667
21.0,794328234.724,2.08333
21.2,794328234.724,6.25
21.4,794328234.724,0.0
21.6,794328234.724,2.08333
21.8,794328234.724,4.16667
22.0,794328234.724,6.25
22.2,794328234.724,0.0
22.4,794328234.724,0.0
16.2,10000000000.0,100.0
16.4,10000000000.0,100.0
16.6,10000000000.0,100.0
16.8,10000000000.0,100.0
17.0,10000000000.0,97.91667
17.2,10000000000.0,97.91667
17.4,10000000000.0,95.83333
17.6,10000000000.0,95.83333
17.8,10000000000.0,100.0
18.0,10000000000.0,93.75
18.2,10000000000.0,89.58333
18.4,10000000000.0,93.75
18.6,10000000000.0,70.83333
18.8,10000000000.0,58.33333
19.0,10000000000.0,41.66667
19.2,10000000000.0,29.16667
19.4,10000000000.0,29.16667
19.6,10000000000.0,8.33333
19.8,10000000000.0,10.41667
20.0,10000000000.0,12.5
20.2,10000000000.0,4.16667
20.4,10000000000.0,2.08333
20.6,10000000000.0,8.33333
20.8,10000000000.0,2.08333
21.0,10000000000.0,6.25
21.2,10000000000.0,0.0
21.4,10000000000.0,4.16667
21.6,10000000000.0,0.0
21.8,10000000000.0,0.0
22.0,10000000000.0,0.0
22.2,10000000000.0,0.0
22.4,10000000000.0,0.0
16.2,158489319246.111,95.83333
16.4,158489319246.111,95.83333
16.6,158489319246.111,95.83333
16.8,158489319246.111,95.83333
17.0,158489319246.111,100.0
17.2,158489319246.111,97.91667
17.4,158489319246.111,93.75
17.6,158489319246.111,95.83333
17.8,158489319246.111,85.41667
18.0,158489319246.111,89.58333
18.2,158489319246.111,87.5
18.4,158489319246.111,83.33333
18.6,158489319246.111,72.91667
18.8,158489319246.111,43.75
19.0,158489319246.111,31.25
19.2,158489319246.111,12.5
19.4,158489319246.111,10.41667
19.6,158489319246.111,8.33333
19.8,158489319246.111,8.33333
20.0,158489319246.111,4.16667
20.2,158489319246.111,8.33333
20.4,158489319246.111,2.08333
20.6,158489319246.111,2.08333
20.8,158489319246.111,0.0
21.0,158489319246.111,4.16667
21.2,158489319246.111,12.5
21.4,158489319246.111,4.16667
21.6,158489319246.111,0.0
21.8,158489319246.111,0.0
22.0,158489319246.111,0.0
22.2,158489319246.111,0.0
22.4,158489319246.111,0.0
16.2,3548133892335.76,100.0
16.4,3548133892335.76,95.83333
16.6,3548133892335.76,100.0
16.8,3548133892335.76,95.83333
17.0,3548133892335.76,95.83333
17.2,3548133892335.76,97.91667
17.4,3548133892335.76,93.75
17.6,3548133892335.76,93.75
17.8,3548133892335.76,89.58333
18.0,3548133892335.76,87.5
18.2,3548133892335.76,85.41667
18.4,3548133892335.76,66.66667
18.6,3548133892335.76,31.25
18.8,3548133892335.76,31.25
19.0,3548133892335.76,25.0
19.2,3548133892335.76,10.41667
19.4,3548133892335.76,10.41667
19.6,3548133892335.76,2.08333
19.8,3548133892335.76,0.0
20.0,3548133892335.76,2.08333
20.2,3548133892335.76,2.08333
20.4,3548133892335.76,8.33333
20.6,3548133892335.76,2.08333
20.8,3548133892335.76,2.08333
21.0,3548133892335.76,2.08333
21.2,3548133892335.76,12.5
21.4,3548133892335.76,0.0
21.6,3548133892335.76,0.0
21.8,3548133892335.76,0.0
22.0,3548133892335.76,0.0
22.2,3548133892335.76,0.0
22.4,3548133892335.76,0.0
16.2,125892541179416.62,95.83333
16.4,125892541179416.62,100.0
16.6,125892541179416.62,95.83333
16.8,125892541179416.62,91.66667
17.0,125892541179416.62,97.91667
17.2,125892541179416.62,93.75
17.4,125892541179416.62,95.83333
17.6,125892541179416.62,95.83333
17.8,125892541179416.62,91.66667
18.0,125892541179416.62,89.58333
18.2,125892541179416.62,64.58333
18.4,125892541179416.62,43.75
18.6,125892541179416.62,35.41667
18.8,125892541179416.62,18.75
19.0,125892541179416.62,14.58333
19.2,125892541179416.62,18.75
19.4,125892541179416.62,10.41667
19.6,125892541179416.62,4.16667
19.8,125892541179416.62,4.16667
20.0,125892541179416.62,0.0
20.2,125892541179416.62,0.0
20.4,125892541179416.62,4.16667
20.6,125892541179416.62,4.16667
20.8,125892541179416.62,4.16667
21.0,125892541179416.62,4.16667
21.2,125892541179416.62,0.0
21.4,125892541179416.62,0.0
21.6,125892541179416.62,0.0
21.8,125892541179416.62,0.0
22.0,125892541179416.62,0.0
22.2,125892541179416.62,0.0
22.4,125892541179416.62,0.0
16.2,6309573444801943.0,91.66667
16.4,6309573444801943.0,100.0
16.6,6309573444801943.0,95.83333
16.8,6309573444801943.0,97.91667
17.0,6309573444801943.0,93.75
17.2,6309573444801943.0,97.91667
17.4,6309573444801943.0,93.75
17.6,6309573444801943.0,97.91667
17.8,6309573444801943.0,89.58333
18.0,6309573444801943.0,66.66667
18.2,6309573444801943.0,41.66667
18.4,6309573444801943.0,31.25
18.6,6309573444801943.0,22.91667
18.8,6309573444801943.0,14.58333
19.0,6309573444801943.0,12.5
19.2,6309573444801943.0,10.41667
19.4,6309573444801943.0,8.33333
19.6,6309573444801943.0,2.08333
19.8,6309573444801943.0,2.08333
20.0,6309573444801943.0,2.08333
20.2,6309573444801943.0,10.41667
20.4,6309573444801943.0,4.16667
20.6,6309573444801943.0,2.08333
20.8,6309573444801943.0,0.0
21.0,6309573444801943.0,0.0
21.2,6309573444801943.0,0.0
21.4,6309573444801943.0,0.0
21.6,6309573444801943.0,0.0
21.8,6309573444801943.0,0.0
22.0,6309573444801943.0,0.0
22.2,6309573444801943.0,0.0
22.4,6309573444801943.0,0.0
16.2,5.6234132519034906e+17,95.83333
16.4,5.6234132519034906e+17,100.0
16.6,5.6234132519034906e+17,100.0
16.8,5.6234132519034906e+17,95.83333
17.0,5.6234132519034906e+17,100.0
17.2,5.6234132519034906e+17,97.91667
17.4,5.6234132519034906e+17,91.66667
17.6,5.6234132519034906e+17,89.58333
17.8,5.6234132519034906e+17,62.5
18.0,5.6234132519034906e+17,37.5
18.2,5.6234132519034906e+17,22.91667
18.4,5.6234132519034906e+17,20.83333
18.6,5.6234132519034906e+17,16.66667
18.8,5.6234132519034906e+17,22.91667
19.0,5.6234132519034906e+17,2.08333
19.2,5.6234132519034906e+17,6.25
