mag_low, mag_high, arc_down, arc_up, eff
16.12667, 15.75, 2.51189, 3.41455, 0.0
16.12667, 15.75, 3.41455, 4.64159, Nan 
16.12667, 15.75, 4.64159, 6.30957, Nan 
16.12667, 15.75, 6.30957, 8.57696, Nan 
16.12667, 15.75, 8.57696, 11.65914, Nan 
16.12667, 15.75, 11.65914, 15.84893, 16.30208
16.12667, 15.75, 15.84893, 21.54435, 24.42708
16.12667, 15.75, 21.54435, 29.28645, Nan 
16.12667, 15.75, 29.28645, 39.81072, 97.29167
16.12667, 15.75, 39.81072, 54.11695, 32.77778
16.12667, 15.75, 54.11695, 73.56423, Nan 
16.12667, 15.75, 73.56423, 100.0, Nan 
16.50333, 16.12667, 2.51189, 3.41455, Nan 
16.50333, 16.12667, 3.41455, 4.64159, 0.0
16.50333, 16.12667, 4.64159, 6.30957, Nan 
16.50333, 16.12667, 6.30957, 8.57696, 0.0
16.50333, 16.12667, 8.57696, 11.65914, 0.0
16.50333, 16.12667, 11.65914, 15.84893, 0.0
16.50333, 16.12667, 15.84893, 21.54435, 48.75
16.50333, 16.12667, 21.54435, 29.28645, 73.24219
16.50333, 16.12667, 29.28645, 39.81072, 73.59375
16.50333, 16.12667, 39.81072, 54.11695, 66.11111
16.50333, 16.12667, 54.11695, 73.56423, 66.25
16.50333, 16.12667, 73.56423, 100.0, 19.66667
16.88, 16.50333, 2.51189, 3.41455, 0.0
16.88, 16.50333, 3.41455, 4.64159, 0.0
16.88, 16.50333, 4.64159, 6.30957, Nan 
16.88, 16.50333, 6.30957, 8.57696, 0.0
16.88, 16.50333, 8.57696, 11.65914, 0.0
16.88, 16.50333, 11.65914, 15.84893, 55.11905
16.88, 16.50333, 15.84893, 21.54435, 97.91667
16.88, 16.50333, 21.54435, 29.28645, 77.375
16.88, 16.50333, 29.28645, 39.81072, 97.5
16.88, 16.50333, 39.81072, 54.11695, 78.16667
16.88, 16.50333, 54.11695, 73.56423, 49.375
16.88, 16.50333, 73.56423, 100.0, 0.0
17.25667, 16.88, 2.51189, 3.41455, 0.0
17.25667, 16.88, 3.41455, 4.64159, 0.0
17.25667, 16.88, 4.64159, 6.30957, Nan 
17.25667, 16.88, 6.30957, 8.57696, 0.0
17.25667, 16.88, 8.57696, 11.65914, 41.18304
17.25667, 16.88, 11.65914, 15.84893, 96.77083
17.25667, 16.88, 15.84893, 21.54435, 73.04688
17.25667, 16.88, 21.54435, 29.28645, 97.03125
17.25667, 16.88, 29.28645, 39.81072, 97.70833
17.25667, 16.88, 39.81072, 54.11695, 58.5
17.25667, 16.88, 54.11695, 73.56423, 48.28125
17.25667, 16.88, 73.56423, 100.0, 0.0
17.63333, 17.25667, 2.51189, 3.41455, 0.0
17.63333, 17.25667, 3.41455, 4.64159, 0.0
17.63333, 17.25667, 4.64159, 6.30957, 0.0
17.63333, 17.25667, 6.30957, 8.57696, 0.0
17.63333, 17.25667, 8.57696, 11.65914, 32.23958
17.63333, 17.25667, 11.65914, 15.84893, 72.89062
17.63333, 17.25667, 15.84893, 21.54435, 64.93056
17.63333, 17.25667, 21.54435, 29.28645, 97.34375
17.63333, 17.25667, 29.28645, 39.81072, 97.29167
17.63333, 17.25667, 39.81072, 54.11695, 24.27083
17.63333, 17.25667, 54.11695, 73.56423, 13.92857
